country,sport_name,event,athlete_name,medal_type,medal_code
spain,Athletics,Marathon Race Walk Relay Mixed,MARTIN A/PEREZ M,Gold,1
spain,Athletics,Women's 20km Race Walk,Maria PEREZ,Silver,2
spain,Athletics,Men's 20km Race Walk,Alvaro MARTIN,Bronze,3
spain,Boxing,Men's +92kg,Ayoub GHADFA DRISSI EL AISSAOUI,Silver,2
spain,Boxing,Men's 92kg,Enmanuel REYES PLA,Bronze,3
spain,Canoe Slalom,Men's Kayak Single,Pau ECHANIZ,Bronze,3
spain,Canoe Sprint,Men's Kayak Four 500m,Spain,Bronze,3
spain,Canoe Sprint,Men's Canoe Double 500m,MORENO/DOMINGUEZ,Bronze,3
spain,Football,Men,Spain,Gold,1
spain,Handball,Men,Spain,Bronze,3
spain,Judo,Men -60 kg,Francisco GARRIGOS,Bronze,3
spain,Sailing,Men's Skiff,BOTIN/TRITTEL,Gold,1
spain,Tennis,Men's Singles,Carlos ALCARAZ,Silver,2
spain,Tennis,Women's Doubles,BUCSA/SORRIBES TORMO,Bronze,3
spain,Water Polo,Women,Spain,Gold,1
sweden,Athletics,Men's Pole Vault,Armand DUPLANTIS,Gold,1
sweden,Beach Volleyball,Men,AHMAN/HELLVIG,Gold,1
sweden,Cycling Mountain Bike,Women's Cross-country,Jenny RISSVEDS,Bronze,3
sweden,Judo,Women -48 kg,Tara BABULFATH,Bronze,3
sweden,Sailing,Women's Skiff,BOBECK/NETZLER,Silver,2
sweden,Sailing,Mixed Dinghy,DAHLBERG/KARLSSON,Bronze,3
sweden,Shooting,10m Air Rifle Men,Victor LINDGREN,Silver,2
sweden,Swimming,Women's 50m Freestyle,Sarah SJOESTROEM,Gold,1
sweden,Swimming,Women's 100m Freestyle,Sarah SJOESTROEM,Gold,1
sweden,Table Tennis,Men's Singles,Truls MOREGARD,Silver,2
sweden,Table Tennis,Men's Team,Sweden,Silver,2
switzerland,Beach Volleyball,Women,HUBERLI/BRUNNER,Bronze,3
switzerland,Cycling BMX Racing,Women,Zoe CLAESSENS,Bronze,3
switzerland,Equestrian,Jumping Individual,Steve GUERDAT,Silver,2
switzerland,Rowing,Men's Pair,ROEOESLI/GULICH,Bronze,3
switzerland,Shooting,50m Rifle 3 Positions Women,Chiara LEONE,Gold,1
switzerland,Shooting,10m Air Rifle Women,Audrey GOGNIAT,Bronze,3
switzerland,Swimming,Men's 200m Backstroke,Roman MITYUKOV,Bronze,3
switzerland,Triathlon,Women's Individual,Julie DERRON,Silver,2
tajikistan,Boxing,Men's 92kg,Davlat BOLTAEV,Bronze,3
tajikistan,Judo,Men -81 kg,Somon MAKHMADBEKOV,Bronze,3
tajikistan,Judo,Men +100 kg,Temur RAKHIMOV,Bronze,3
thailand,Badminton,Men's Singles,Kunlavut VITIDSARN,Silver,2
thailand,Boxing,Women's 66kg,Janjaem SUWANNAPHENG,Bronze,3
thailand,Taekwondo,Women -49kg,Panipak WONGPATTANAKIT,Gold,1
thailand,Weightlifting,Men's 61kg,Theerapong SILACHAI,Silver,2
thailand,Weightlifting,Men's 73kg,Weeraphon WICHUMA,Silver,2
thailand,Weightlifting,Women's 49kg,Surodchana KHAMBAO,Bronze,3
chinese-taipei,Artistic Gymnastics,Men's Horizontal Bar,TANG Chia-Hung,Bronze,3
chinese-taipei,Badminton,Men's Doubles,LEE/WANG,Gold,1
chinese-taipei,Boxing,Women's 57kg,LIN Yu Ting,Gold,1
chinese-taipei,Boxing,Women's 60kg,WU Shih Yi,Bronze,3
chinese-taipei,Boxing,Women's 66kg,CHEN Nien Chin,Bronze,3
chinese-taipei,Shooting,Skeet Men,LEE Meng Yuan,Bronze,3
chinese-taipei,Weightlifting,Women's 59kg,KUO Hsing-Chun,Bronze,3
tunisia,Fencing,Men's Sabre Individual,Fares FERJANI,Silver,2
tunisia,Taekwondo,Men -80kg,Firas KATOUSSI,Gold,1
tunisia,Taekwondo,Men -58kg,Mohamed Khalil JENDOUBI,Bronze,3
turkiye,Archery,Men's Team,Türkiye,Bronze,3
turkiye,Boxing,Women's 50kg,Buse Naz CAKIROGLU,Silver,2
turkiye,Boxing,Women's 54kg,Hatice AKBAS,Silver,2
turkiye,Boxing,Women's 57kg,Esra YILDIZ KAHRAMAN,Bronze,3
turkiye,Shooting,10m Air Pistol Mixed Team,Türkiye 2,Silver,2
turkiye,Taekwondo,Women +67kg,Nafia KUS AYDIN,Bronze,3
turkiye,Wrestling,Women's Freestyle 68kg,Buse CAVUSOGLU TOSUN,Bronze,3
turkiye,Wrestling,Men's Freestyle 125kg,Taha AKGUL,Bronze,3
uganda,Athletics,"Men's 10,000m",Joshua CHEPTEGEI,Gold,1
uganda,Athletics,Women's 3000m Steeplechase,Peruth CHEMUTAI,Silver,2
ukraine,Artistic Gymnastics,Men's Parallel Bars,Illia KOVTUN,Silver,2
ukraine,Athletics,Women's High Jump,Yaroslava MAHUCHIKH,Gold,1
ukraine,Athletics,Men's Hammer Throw,Mykhaylo KOKHAN,Bronze,3
ukraine,Athletics,Women's High Jump,Iryna GERASHCHENKO,Bronze,3
ukraine,Boxing,Men's 80kg,Oleksandr KHYZHNIAK,Gold,1
ukraine,Canoe Sprint,Women's Canoe Double 500m,LUZAN/RYBACHOK,Silver,2
ukraine,Fencing,Women's Sabre Team,Ukraine,Gold,1
ukraine,Fencing,Women's Sabre Individual,Olga KHARLAN,Bronze,3
ukraine,Shooting,50m Rifle 3 Positions Men,Serhiy KULISH,Silver,2
ukraine,Wrestling,Men's Greco-Roman 67kg,Parviz NASIBOV,Silver,2
ukraine,Wrestling,Women's Freestyle 62kg,Iryna KOLIADENKO,Silver,2
ukraine,Wrestling,Men's Greco-Roman 87kg,Zhan BELENIUK,Bronze,3
united-states,3x3 Basketball,Women,United States,Bronze,3
united-states,Archery,Men's Individual,Brady ELLISON,Silver,2
united-states,Archery,Mixed Team,United States,Bronze,3
united-states,Artistic Gymnastics,Women's Team,United States,Gold,1
united-states,Artistic Gymnastics,Women's All-Around,Simone BILES,Gold,1
united-states,Artistic Gymnastics,Women's Vault,Simone BILES,Gold,1
united-states,Artistic Gymnastics,Women's Floor Exercise,Simone BILES,Silver,2
united-states,Artistic Gymnastics,Men's Team,United States,Bronze,3
united-states,Artistic Gymnastics,Men's Pommel Horse,Stephen NEDOROSCIK,Bronze,3
united-states,Artistic Gymnastics,Women's All-Around,Sunisa LEE,Bronze,3
united-states,Artistic Gymnastics,Women's Vault,Jade CAREY,Bronze,3
united-states,Artistic Gymnastics,Women's Uneven Bars,Sunisa LEE,Bronze,3
united-states,Artistic Swimming,Team,United States,Silver,2
united-states,Athletics,Men's 100m,Noah LYLES,Gold,1
united-states,Athletics,Men's 400m,Quincy HALL,Gold,1
united-states,Athletics,Men's 1500m,Cole HOCKER,Gold,1
united-states,Athletics,Men's 110m Hurdles,Grant HOLLOWAY,Gold,1
united-states,Athletics,Men's 400m Hurdles,Rai BENJAMIN,Gold,1
united-states,Athletics,Men's Shot Put,Ryan CROUSER,Gold,1
united-states,Athletics,Men's 4 x 400m Relay,United States,Gold,1
united-states,Athletics,Women's 200m,Gabrielle THOMAS,Gold,1
united-states,Athletics,Women's 100m Hurdles,Masai RUSSELL,Gold,1
united-states,Athletics,Women's 400m Hurdles,Sydney McLAUGHLIN-LEVRONE,Gold,1
united-states,Athletics,Women's Long Jump,Tara DAVIS-WOODHALL,Gold,1
united-states,Athletics,Women's Discus Throw,Valarie ALLMAN,Gold,1
united-states,Athletics,Women's 4 x 100m Relay,United States,Gold,1
united-states,Athletics,Women's 4 x 400m Relay,United States,Gold,1
united-states,Athletics,Men's 200m,Kenneth BEDNAREK,Silver,2
united-states,Athletics,Men's 3000m Steeplechase,Kenneth ROOKS,Silver,2
united-states,Athletics,Men's 110m Hurdles,Daniel ROBERTS,Silver,2
united-states,Athletics,Men's High Jump,Shelby McEWEN,Silver,2
united-states,Athletics,Men's Pole Vault,Sam KENDRICKS,Silver,2
united-states,Athletics,Men's Shot Put,Joe KOVACS,Silver,2
united-states,Athletics,Women's 100m,Sha'carri RICHARDSON,Silver,2
united-states,Athletics,Women's 400m Hurdles,Anna COCKRELL,Silver,2
united-states,Athletics,Women's Pole Vault,Katie MOON,Silver,2
united-states,Athletics,Women's Hammer Throw,Annette Nneka ECHIKUNWOKE,Silver,2
united-states,Athletics,4 x 400m Relay Mixed,United States,Silver,2
united-states,Athletics,Men's 100m,Fred KERLEY,Bronze,3
united-states,Athletics,Men's 200m,Noah LYLES,Bronze,3
united-states,Athletics,Men's 1500m,Yared NUGUSE,Bronze,3
united-states,Athletics,Men's 5000m,Grant FISHER,Bronze,3
united-states,Athletics,"Men's 10,000m",Grant FISHER,Bronze,3
united-states,Athletics,Women's 100m,Melissa JEFFERSON,Bronze,3
united-states,Athletics,Women's 200m,Brittany BROWN,Bronze,3
united-states,Athletics,Women's Long Jump,Jasmine MOORE,Bronze,3
united-states,Athletics,Women's Triple Jump,Jasmine MOORE,Bronze,3
united-states,Basketball,Men,United States,Gold,1
united-states,Basketball,Women,United States,Gold,1
united-states,Boxing,Men's 71kg,Omari JONES,Bronze,3
united-states,Breaking,B-Boys,VICTOR,Bronze,3
united-states,Canoe Slalom,Women's Canoe Single,Evy LEIBFARTH,Bronze,3
united-states,Canoe Sprint,Women's Canoe Single 200m,Nevin HARRISON,Silver,2
united-states,Cycling BMX Freestyle,Women's Park,Perris BENEGAS,Silver,2
united-states,Cycling Mountain Bike,Women's Cross-country,Haley BATTEN,Silver,2
united-states,Cycling Road,Women's Road Race,Kristen FAULKNER,Gold,1
united-states,Cycling Road,Women's Individual Time Trial,Chloe DYGERT,Bronze,3
united-states,Cycling Track,Women's Team Pursuit,United States Of Amer,Gold,1
united-states,Cycling Track,Women's Omnium,Jennifer VALENTE,Gold,1
united-states,Diving,Women's Synchronised 3m Springboard,BACON/COOK,Silver,2
united-states,Equestrian,Jumping Team,United States,Silver,2
united-states,Fencing,Women's Foil Individual,Lee KIEFER,Gold,1
united-states,Fencing,Women's Foil Team,United States,Gold,1
united-states,Fencing,Women's Foil Individual,Lauren SCRUGGS,Silver,2
united-states,Fencing,Men's Foil Individual,Nick ITKIN,Bronze,3
united-states,Football,Women,United States,Gold,1
united-states,Golf,Men's Individual Stroke Play,Scottie SCHEFFLER,Gold,1
united-states,Rowing,Men's Four,United States,Gold,1
united-states,Rowing,Men's Eight,United States,Bronze,3
united-states,Rugby Sevens,Women,United States,Bronze,3
united-states,Sailing,Men's Skiff,BARROWS/HENKEN,Bronze,3
united-states,Shooting,Skeet Men,Vincent HANCOCK,Gold,1
united-states,Shooting,Skeet Men,Conner Lynn PRINCE,Silver,2
united-states,Shooting,50m Rifle 3 Positions Women,Sagen MADDALENA,Silver,2
united-states,Shooting,Skeet Mixed Team,United States 1,Silver,2
united-states,Shooting,Skeet Women,Austen Jewell SMITH,Bronze,3
united-states,Skateboarding,Men's Street,Jagger EATON,Silver,2
united-states,Skateboarding,Men's Park,Tom SCHAAR,Silver,2
united-states,Skateboarding,Men's Street,Nyjah HUSTON,Bronze,3
united-states,Sport Climbing,Women's Boulder & Lead,Brooke RABOUTOU,Silver,2
united-states,Sport Climbing,Men's Speed,Sam WATSON,Bronze,3
united-states,Surfing,Women,Caroline MARKS,Gold,1
united-states,Swimming,Women's 800m Freestyle,Katie LEDECKY,Gold,1
united-states,Swimming,Women's 1500m Freestyle,Katie LEDECKY,Gold,1
united-states,Swimming,Women's 200m Breaststroke,Kate DOUGLASS,Gold,1
united-states,Swimming,Women's 100m Butterfly,Torri HUSKE,Gold,1
united-states,Swimming,Women's 4 x 100m Medley Relay,United States,Gold,1
united-states,Swimming,Men's 1500m Freestyle,Bobby FINKE,Gold,1
united-states,Swimming,Men's 4 x 100m Freestyle Relay,United States,Gold,1
united-states,Swimming,Mixed 4 x 100m Medley Relay,United States,Gold,1
united-states,Swimming,Women's 100m Freestyle,Torri HUSKE,Silver,2
united-states,Swimming,Women's 100m Backstroke,Regan SMITH,Silver,2
united-states,Swimming,Women's 200m Backstroke,Regan SMITH,Silver,2
united-states,Swimming,Women's 100m Butterfly,Gretchen WALSH,Silver,2
united-states,Swimming,Women's 200m Butterfly,Regan SMITH,Silver,2
united-states,Swimming,Women's 200m Individual Medley,Kate DOUGLASS,Silver,2
united-states,Swimming,Women's 400m Individual Medley,Katie GRIMES,Silver,2
united-states,Swimming,Women's 4 x 100m Freestyle Relay,United States,Silver,2
united-states,Swimming,Women's 4 x 200m Freestyle Relay,United States,Silver,2
united-states,Swimming,Men's 800m Freestyle,Bobby FINKE,Silver,2
united-states,Swimming,Men's 100m Breaststroke,Nic FINK,Silver,2
united-states,Swimming,Men's 4 x 200m Freestyle Relay,United States,Silver,2
united-states,Swimming,Men's 4 x 100m Medley Relay,United States,Silver,2
united-states,Swimming,Women's 400m Freestyle,Katie LEDECKY,Bronze,3
united-states,Swimming,Women's 800m Freestyle,Paige MADDEN,Bronze,3
united-states,Swimming,Women's 100m Backstroke,Katharine BERKOFF,Bronze,3
united-states,Swimming,Women's 400m Individual Medley,Emma WEYANT,Bronze,3
united-states,Swimming,Men's 200m Freestyle,Luke HOBSON,Bronze,3
united-states,Swimming,Men's 100m Backstroke,Ryan MURPHY,Bronze,3
united-states,Swimming,Men's 400m Individual Medley,Carson FOSTER,Bronze,3
united-states,Taekwondo,Women -67kg,Kristina TEACHOUT,Bronze,3
united-states,Tennis,Men's Doubles,KRAJICEK/RAM,Silver,2
united-states,Tennis,Men's Doubles,FRITZ/PAUL,Bronze,3
united-states,Triathlon,Mixed Relay,United States of Amer,Silver,2
united-states,Volleyball,Women,United States,Silver,2
united-states,Volleyball,Men,United States,Bronze,3
united-states,Water Polo,Men,United States,Bronze,3
united-states,Weightlifting,Women's 71kg,Olivia REEVES,Gold,1
united-states,Weightlifting,Men's 61kg,Hampton MORRIS,Bronze,3
united-states,Wrestling,Women's Freestyle 50kg,Sarah Ann HILDEBRANDT,Gold,1
united-states,Wrestling,Women's Freestyle 68kg,Amit ELOR,Gold,1
united-states,Wrestling,Women's Freestyle 76kg,Kennedy Alexis BLADES,Silver,2
united-states,Wrestling,Men's Freestyle 57kg,Spencer Richard LEE,Silver,2
united-states,Wrestling,Women's Freestyle 57kg,Helen Louise MAROULIS,Bronze,3
united-states,Wrestling,Men's Freestyle 74kg,Kyle Douglas DAKE,Bronze,3
united-states,Wrestling,Men's Freestyle 86kg,Aaron Marquel BROOKS,Bronze,3
uzbekistan,Boxing,Men's 51kg,Hasanboy DUSMATOV,Gold,1
uzbekistan,Boxing,Men's 57kg,Abdumalik KHALOKOV,Gold,1
uzbekistan,Boxing,Men's 71kg,Asadkhuja MUYDINKHUJAEV,Gold,1
uzbekistan,Boxing,Men's 92kg,Lazizbek MULLOJONOV,Gold,1
uzbekistan,Boxing,Men's +92kg,Bakhodir JALOLOV,Gold,1
uzbekistan,Judo,Women -52 kg,Diyora KELDIYOROVA,Gold,1
uzbekistan,Judo,Men -100 kg,Muzaffarbek TUROBOYEV,Bronze,3
uzbekistan,Judo,Men +100 kg,Alisher YUSUPOV,Bronze,3
uzbekistan,Taekwondo,Men -68kg,Ulugbek RASHITOV,Gold,1
uzbekistan,Taekwondo,Women +67kg,Svetlana OSIPOVA,Silver,2
uzbekistan,Weightlifting,Men's 102kg,Akbar DJURAEV,Silver,2
uzbekistan,Wrestling,Men's Freestyle 74kg,Razambek Salambekovitch JAMALOV,Gold,1
uzbekistan,Wrestling,Men's Freestyle 57kg,Gulomjon ABDULLAEV,Bronze,3
zambia,Athletics,Men's 400m,Muzala SAMUKONGA,Bronze,3
